Sensor Latitude,Sensor Longitude,Precision Time Stamp
53.93227316,13.05899657,1745665639000
53.93227316,13.05899657,1745665740000
53.93227316,13.05899657,1745665841000
53.93227385,13.05899658,1745665943000
53.93227385,13.05899658,1745666046000
53.93227398,13.05899665,1745666147000
53.93227398,13.05899665,1745666248000
53.93227409,13.0589969,1745666350000
53.93227409,13.0589969,1745666452000
53.93227419,13.05899707,1745666554000
53.93227419,13.05899707,1745666657000
53.93227419,13.05899707,1745666758000
53.93227425,13.05899746,1745666860000
53.93227425,13.05899746,1745666961000
53.93227439,13.05899717,1745667064000
53.93227439,13.05899717,1745667164000
53.9322743,13.05899697,1745667265000
53.93227439,13.05899694,1745667367000
53.93227436,13.058997,1745667468000
53.93227436,13.058997,1745667569000
53.93227428,13.05899719,1745667672000
53.93227427,13.05899731,1745667774000
53.93227427,13.05899731,1745667875000
53.93227414,13.05899779,1745667976000
53.93227414,13.05899779,1745668078000
53.93227414,13.05899779,1745668179000
53.93227414,13.05899779,1745668280000
53.93227414,13.05899779,1745668381000
53.93227414,13.05899779,1745668482000
53.93227399,13.05899774,1745668583000
53.93227399,13.05899774,1745668684000
